questions,answers
立式铣床立铣头易损件的修复方法有哪些？,立式铣床立铣头中，主要的易损件有主轴、主轴套筒及套简体孔。这些零件，在不发生严重磨损以致失效的情况下一般都可作一定的修复后继续使用。各磨损件修复方法如下：(1)主轴的修复XA5032立式铣床的铣头的主轴结构与XA6132卧式铣床铣头主轴结构基本－致，其修复方法可参照进行。(2)套筒体孔的修复套筒体孔的磨损会导致孔的圆度、圆柱度误差增加，表面粗糙度变差。由于在正常使用下，不会产生严重的磨损，故一般只需要通过研磨修复，即可恢复精度。但在修复之前需要单独做一套研磨棒以供研磨时使用。(3)套筒的修复当套筒磨损量不大，体孔修复量也小的情况下，对套筒修复后可以继续使用。修复的目的是补偿其外径磨损量，使套筒与体孔的配合间隙达到要求。套筒的修复一般采用镜铁修复工艺，或更换新套筒。
铣床空运转试验前应做好哪些准备工作？,铣床试车验收、空运转试验的目的是为了检验机床各项动作是否正常可靠。在此之前，应做好以下几项准备工作；l)将机床置于自然水平状态，一般不应用地脚螺栓固定。2)清除各部件滑动面的污物，用煤油清洗后再用机油润滑。3)用0.03mm塞尺检查各固定结合面的密合度，要求插不进去；检查各滑动导轨的端部，塞尺插人深度应不大于20mm。4)检查各润滑油路装置是否正确（有些在装配时就应注意做好），油路是否畅通。5)按润滑图表规定的油质、品种及数量，在机床各润滑处注人润滑油。6)用手动操纵，在全行程上移动所有可移动的部件，检查移动是否轻巧均匀，动作是否正确，定位是否可靠，手轮的作用力是否符合通用技术要求。7)检查限位装置是否齐令可靠。8)检查电动机的旋转方向，如不符合机床标牌上所注明的方向应予改正。9)在摇动手轮或手柄时，特别是使用机动进给时T作台各个方向的夹紧手柄应松开。10)开动机床时，手轮、手柄能否自动脱开以免击伤操作者。
铣床空运转试验的项目包括哪些方面？,"做好铣床空运转试验前的准备工作后，即可进行机床的空运转试验，其试验项目包括以下几个方面：I)空运转自低级转速逐级加快至最高转速，每级转速的运转时间不少于2min,在最高转速运转时间不少于30min,主轴轴承达到稳定温度时不得超过60""C。2)启动进给箱电动机，应用纵向、横向及垂直进给进行逐级运转试验及快速移动试验，各进给量的运转时间不少于2min,在最高进给量运转至稳定温度时，各轴承温度不得超过50飞。3)在所有转速的运转试验中，机床各工作机构应平稳正常，无冲击振动和周期性的噪声。4)在机床运转时，润滑系统各润滑点应保证得到连续和足够数址的润滑油，各轴承盖、油管接头及操纵手柄轴端均不得有漏油现象。5)检查电气设备的各项工作情况。"
X62W铣床主轴变速箱或进给变速箱中油泵不上油的故障原因及清除方法有哪些？,X62W铣床主轴变速箱或进给变速箱中油泵不上油的故障原||||||||因如下：1)油箱中油面过低，吸油管未插人油面。2)柱塞与泵体严雪漏油。3)单向阀泄漏，造成吸空现象。4)润滑油杂质太多，过滤器堵塞。针对以上原因，可采取以下方法消除：l)按规定油线加足油液，并将吸油管插人油面以下20~30mm。2)更换柱塞并配研泵体，其间隙不大于0.03mm。3)研磨单向阀，保证密封性。4)清洗过滤器和油箱，更换清沽油液。
X62W铣床加工工件表面接刀处不平产生原因是什么？应如何消除？,X62W铣床加工工件表面接刀处不平产生原因如下：1)主轴中心线与床身导轨面不垂直，各部相对位置精度不好。2)安装水平调整不平，造成导轨扭曲。3)主轴轴向间隙、支架支承孔间隙过大。4)工作台镶条过松。针对以上原因，可采取以下消除方法：1)调整或修复工作台纵、横移动对工作台面的平行度和主轴回转中心线对工作台面的平行度。同时检查升降移动对工作台面的垂宜度。2)重断调整机床的安装水平，保证在(lOOOa0.02)mm之内。3)调整主轴间隙，修复支架孔。4)调整镶条间隙，保持工作台、升降台移动的稳定。
"X62W铣床加工工件尺寸精度超差的主要原因是什么？应如何消除？",X62W铣床加工工件尺寸精度超差的主要原因如下：1)主轴回转中心与工作台面不平行。2)工作台面不平，导轨局部磨损。3)装夹方法不合理、引起工件变形。4)导轨间隙过大，工作台润滑不良。针对以上原因可采取以下方法消除：I)调整和修刮工作台导轨符合要求，使此项精度保证为(3000.02)mm。2)修理工作台面和导轨，要求台面中凹在全长上不超过0.02mm。3)装夹工件时，注意支承点的位置，保持接合面的清洁。4)词整导轨间隙，注意导轨润滑，保证0.03mm的塞尺不得塞人。
X62W铣床影响被加工工件表面与基准不垂直的主要因素是什么？应如何消除和修复？,X62W铣床影响被加工工件表面与基准不垂直的主要因素如下．I)主轴中心与升降导轨垂直度和工作台的平行度超差。2)工件装夹方法不合理，在加工中发生移动。3)钳口或垫铁不平，钳口与基准面间有脏物。4)工作台面不平。针对以上因素，可采取以下方法消除和修复：I)调整和修复导轨，达到主轴中心与工作台的平行度误差在(300•0.02)mm之内。2)选择合理支承点，并将工件牢固地夹住。3)把工件垫正，必要时用表找正，装夹工件前应仔细清除钳口或基准面间的脏物。4)修整T作台面的平面度，保持全长上中凹不超过0.02mm。
普通铣床的主轴变速箱变速手柄扳力超过200N或扳不动的故障原因及排除方法有哪些？,故障原因及排除方法如下：I)竖轴手柄与孔“卡死＂。应拆下，修去毛刺，加润滑油。2)扇形齿轮与其呐合的齿条卡位。应调整咽合间隙至0.15mm左右。3)拨叉移动轴弯曲或“卡死”，应校直、修光或更换新轴。4)齿条轴未对准孔盖上的孔跟。应先变换其它各级转速或左右微动变速盘，调整星轮的定位器弹簧，使其定位可靠。
普通铣床进给箱正常进给时突然跑快速的故障原因及排除方法有哪些？,故障原因及排除方法如下：1)摩擦片调整不当，正常进给时处于半合紧状态。应适当调整摩擦片间的间隙。2)快速和工作进给的互锁动作不可靠。应检查电气线路的互锁性是否可靠并加以修复。3)摩擦片润滑不良，突然出现咬死。应改善摩擦片之间的润滑，保待一定的润滑油量。4)电磁衔铁安装不正，电磁铁断电后不能可靠松开，使摩擦片间仍有一定压力。应检查调整电磁离合器安装位置，使其动作可靠正常。
普通铣床工作台下滑板横向移动手感过重的故障原因及排除方法有哪些？,故障原因及排除方法如下：1)下滑板镶条调整过紧。应适当放松镶条。2)导轨面润滑条件差或拉毛。检查导轨润滑供给条件是否良好，清除导轨面上的垃圾、切屑等。3)操作不当使工作台越位，导致丝杠弯曲。注意适当操作，不要作过载及损坏性切削。4)丝杠、螺母轴线同轴度超差。应检查丝杠、螺母轴线的同轴度误差，若超差则应调整螺母托架位置，使丝杠，螺母同轴度误差达到要求。5)下滑板中央托架上的锥齿轮中心与中央花键轴中心偏移量超差。应检查锥齿轮轴线与中央花键轴轴线的重合度误差，若超差则应按要求调整修复。
普通铣床升降台上播手感过重的故障原因及排除方法有哪些？,故障原因及排除方法如下：1)升降台镶条调整过紧。应适当调松镶条。2)导轨及丝杠螺母副润滑条件差。应改善导轨的润滑条件。3)丝杠底座面对床身导轨的垂直度超差。应调整并修正丝杠底面对床身导轨面的垂直度误差。4)防升降台自重下滑机构上的蝶形弹簧压力过大（升降丝杠副为滚珠丝杠副时）。应调整蝶形弹簧的压力至适中。5)升降丝杠弯曲变形。检查丝杠，若弯曲变形不严重，则应矫正；若变形严重，则更换丝杠。
普通铣床工作台进给时发生窜动的故障原因及排除方法有哪些？,故障原因及排除方法如下：I)切削力过大或切削力波动过大。应采用适当的切削余量，更换磨钝的刀具，避免断续切削，去除切削硬点。2)丝杠与螺母之间的间隙过大（使用普通丝杠螺母副）。应调整丝杠与螺母的间隙，使其大小合适。3)丝杠两端端架上的超越离合器与轴架端面间的间隙过大（使用滚珠丝杠副）。应调整丝杠轴向定位间隙，使其大小合适。
普通铣床左右手摇工作台时手感均过重的故障原因及排除方法有哪些？,故障原因及排除方法如下：l)镶条调整过紧。应适当惆松镶条。2)丝杠轴架中心与丝杠螺母中心不同轴。应调整丝杠托架中心与丝杠螺母中心的同轴度误差达到要求。3)导轨润滑条件差。应改善导轨润滑条件。4)丝杠弯曲变形。则应矫正或更换丝杠。
普通铣床进给抗力过小或过大的故障原因及排除方法有哪些？,故障原因及排除方法如下：1)保险机构弹簧过软或过硬。应更换保险机构弹簧。2)保险机构的弹簧压缩量过小或过大。应调整保险机构弹簧使压缩量适当。3)电磁离合器摩擦片间隙过大或吸合力过大。应适当调整摩擦片间隙，检查电磁牵引力是合符合技术要求。
立126铣床加工工件表面粗糙度大的故障原因及排除方法有哪些？,故障原因及排除方法如下：I)主轴径向间隙大，轴向窜动大。应拆卸主轴，修磨垫片，拧紧螺母，保证其径向圆跳动误差和轴向窜动量合格。2)主轴与轴瓦的接触精度差。应刮研轴瓦或更换新轴承，修复轴承配合精度。3)各滑动导轨面的刮研精度差，配合间隙大。刮研接触点应不少于12点／(25mmX25mm)。调整镶条，减少配合间隙，保证在0.02~0.04mm。4)传动丝杠螺母间隙过大。应调整间隙，必要时更换或修配丝杠螺母。5)电动机振动大。应紧固电动机座或更换电动机。6)传动V带过松或有破损现象。应调整、紧固电动机座使V带适当张紧或更换新V带。7)机床安装精度差，振动。应重新安装调整，使基础稳固。
