questions,answers
在每一类报警范围内，是如何对故障进行分类报警的？,在每一类报警范围内，又按故障分类报警，如过热报警类、数控系统故障报警类、存储器故障报警类、伺服系统报警类、行程开关报警类、印制线路板间的连接故障报警类、编程／设定错误报警类、无操作报警类等。
什么是机床自诊断功能的故障报警显示？在维修数控机床时需要注意什么？,机床自诊断功能的故障报警显示在维修工作时给维修工作带来了极大的方便。在维修时，要特别重视、注意保护系统软件及系统数据，特别是 CNC 与 PLC 中有关机床的数据、 PLC 用户程序、报警文本等随机携带的 CNC 系统的关键技术资料。
举例说明数控机床的故障分析和处理方法。,例如，在配置 FANUC 数控系统的卧式加工中心在工作过程中 Y 、 Z 轴突然不能动作，并发出 401 号报警。根据故障分析，发现 Y 轴速度控制单元板的 TGLS 报警灯亮，说明是 Y 轴伺服系统的故障。提示可能原因有印制电路板设定不合适、速度反馈电压没给或是断续给、伺服电动机动力电缆没有接到速度控制单元 TI 板的 5 、 6 、 7 、 8 端子上或动力电缆短路等。
什么是离线诊断（或脱机诊断）方法？,离线诊断是指当CNC系统出现故障或要判断其是否真正有故障时，停机检查的方法。其目的是最终查明故障和进行故障定位，力求把故障定位在尽可能小的范围内。
离线诊断方法属于哪种层次的诊断？,离线诊断方法属于高层次诊断。
数控系统的离线诊断需要什么条件？,数控系统的离线诊断需要专用的诊断软件或专用的测试装置。
随着计算机技术的发展，CNC系统的离线诊断软件有什么变化？,随着计算机技术的发展，现在CNC的离线诊断软件正在逐步与CNC控制软件一体化，有的数控系统已将“专家系统”引入到故障诊断。
例如，美国A-B公司的8200系统在作离线诊断时，需要做什么操作？,美国A-B公司的8200系统在作离线诊断时，只需要把专用的诊断程序读入到CNC，即可在运行中检查故障。
诊断程序可以在哪里调用并运行？,   答：诊断程序可以与 CNC 控制程序一同存入 CNC 中，维修人员可随时用键盘调用诊断程序并使之运行，在 CRT 上观察诊断结果。
离线诊断可以在哪些地方进行操作？,   答：离线诊断可以在现场、维修中心或 CNC 系统制造厂进行操作。
维修数控机床时应遵循哪些原则？,   答：维修前应遵循充分调查故障现场、充分掌握故障信息的原则，同时要认真分析故障的起因，确定检查的方法与步骤。
在调查故障现场时，维修人员应查看哪些内容？,   答：在调查故障现场时，维修人员应查看故障记录单，向操作者询问出现故障的全过程，详细了解曾发生过什么现象、采取过什么措施等；同时要亲自对现场做细致的勘查，从数控系统的外观到数控系统内部的各个印制线路板都应细心查看，看是否有异常之处，在确认数控系统通电无危险的情况下，方可通电，观察数控系统有何异常， CRT 显示哪些内容。
数控系统的智能化程度如何？,   答：目前所使用的各种数控系统，虽有多种报警指示灯或自诊断程序，但智能化的程度还不是很高（往往同一报警号可以有多种起因），不可能自动诊断出发生故障的确切部位。
什么是直观法（常规检查法）？,直观检查指依靠人的感觉器官并借助于一些简单的仪器来寻找机床故障的原因。这是在维修中常用的，也是首先采用的方法。
直观法遵循什么原则？,直观法遵循“先外后内”的维修原则。维修人员在遇到故障时应先采取问、看、听、触、嗅等方法，由外向内逐一进行检查。
问向操作者了解哪些内容？,问向操作者了解机床开机是否正常，比较故障前后工件的精度和传动系统、走刀系统是否正常，出力是否均匀，吃刀量和走刀量是否减少，润滑油牌号、用量是否合适，机床何时进行过保养检修等内容。
看什么？,用肉眼仔细检查有无保险丝烧断、元器件烧焦、烟熏、开裂现象，有无断路现象，以此判断板内有无过流、过压、短路问题。看转速，观察主传动速度快慢的变化，主传动齿轮、飞轮是否跳、摆，传动轴是否弯曲、晃动等。
听什么？,利用人的听觉可探到数控机床因故障而产生的各种异常声响的声源。如电气部分常见的异常声响有：电源变压器、阻抗变换器与电抗器等因为铁芯松动、锈蚀等原因引起的铁片振动的吱吱声；继电器、接触器等的磁回路间隙过大，短路环断裂、动静铁芯或镶铁轴线偏差，线圈欠压运行等原因引起的电磁嗡嗡声或者触点接触不良的嗡嗡声，以及元器件因为过流或过压运行失常引起的击穿爆裂声。
什么是伺服电动机、气控或液控器件等发生的异常声响的主要表现？,   答：伺服电动机、气控或液控器件等发生的异常声响主要表现在机械的摩擦声、振动声与撞击声等。
什么是触，又称敲捏法？,   答：触又称敲捏法。在检查数控系统时，用绝缘物（一般为带橡皮头的小锤）轻轻敲打可疑部位（即认为虚焊或接触不良的插件板、组件、元器件等）。
在检查数控系统时，如何使用绝缘物？,   答：在检查数控系统时，用绝缘物（一般为带橡皮头的小锤）轻轻敲打可疑部位（即认为虚焊或接触不良的插件板、组件、元器件等）。
在敲捏过程中，应注意什么？,   答：在敲捏过程中，要实时地观察机床工作状况。在敲捏组件、元器件时，应一个人专门敲捏，另外的人负责观察故障是否消失或故障复现。如果一个人又敲捏、又判断故障现象，一心二用，可能会敲偏漏检。检查时，敲捏的力度要适当，并且应由弱到强，防止引入新的故障。
什么方法在诊断电气设备或故障后产生特殊异味时效果较好？,嗅觉检查方法在诊断电气设备或故障后产生特殊异味时效果较好。
使用嗅觉检查方法可以迅速判断故障的哪些方面？,使用嗅觉检查方法可以迅速判断故障的类型和故障部位。
外观检查可以帮助检查哪些方面的疑似故障？,外观检查可以帮助检查疑似故障的元器件，判断明显的故障，如热继电器脱扣、熔断丝状况、线路板（损坏、断裂、过热等）、连接线路、更改的线路是否与原线路相符等。
在外观检查的同时，需要注意获取哪些信息？,在外观检查的同时，需要注意获取故障发生时的振动、声音、焦糊味、异常发热、冷却风扇运行是否正常等信息。
利用人体的视觉功能可以观察到设备内部器件或外部连接的哪些状态变化？,利用人体的视觉功能可以观察到设备内部器件或外部连接的状态变化，如电气方面可观察线路元器件的连接是否松动，短线或铜销断裂，继电器、接触器与各类开关的触点是否烧蚀或压力失常，发热元器件的表面是否过热变色，电解电容的表面是否膨胀变形，保护器件是否脱扣，耐压元器件是否有明显的电击点以及碳刷接触表面与接触压力是否正常等。
